,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
884,Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,29,23,2163,24.0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,2.1,3.8,0.07,0.09,0.16,0.07,0.16,Matches,b853e0ad
885,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,27,25,2237,24.9,0,3,0,0,0,7,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,2.6,2.7,0.01,0.10,0.11,0.01,0.11,Matches,c067631c
886,Kieron Freeman,wls WAL,FW,Sheffield Utd,eng Premier League,27,1992,2,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c13c24c8
887,Luke Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,11,3,366,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.02,0.04,0.06,0.02,0.06,Matches,636b64cd
888,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,31,28,2337,26.0,2,2,2,0,0,3,0,0.08,0.08,0.15,0.08,0.15,1.6,1.6,2.5,4.2,0.06,0.10,0.16,0.06,0.16,Matches,98d2c2c4
889,Marco Friedl,at AUT,DFMF,Werder Bremen,de Bundesliga,21,1998,27,24,2183,24.3,1,3,1,0,0,9,0,0.04,0.12,0.16,0.04,0.16,0.9,0.9,1.7,2.6,0.04,0.07,0.11,0.04,0.11,Matches,f86ad3f5
890,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31,31,2789,31.0,2,0,2,0,0,11,1,0.06,0.00,0.06,0.06,0.06,2.5,2.5,0.1,2.6,0.08,0.00,0.08,0.08,0.08,Matches,b77f44a4
891,Samúel Friðjónsson,is ISL,MF,Paderborn 07,de Bundesliga,23,1996,5,2,192,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,55557b25
892,Jorge de Frutos,es ESP,MFDF,Valladolid,es La Liga,22,1997,3,0,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.07,0.14,0.21,0.07,0.21,Matches,38ce1150
893,Christian Fuchs,at AUT,DF,Leicester City,eng Premier League,33,1986,11,8,772,8.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04,Matches,a67a09fb
894,Angelo Fulgini,fr FRA,MF,Angers,fr Ligue 1,22,1996,20,19,1579,17.5,1,1,1,0,0,3,1,0.06,0.06,0.11,0.06,0.11,3.1,3.1,2.6,5.7,0.18,0.15,0.32,0.18,0.32,Matches,4b96c347
895,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,26,1993,8,4,403,4.5,4,1,4,0,0,2,0,0.89,0.22,1.12,0.89,1.12,1.8,1.7,0.6,2.3,0.39,0.14,0.53,0.37,0.51,Matches,4f16405e
896,Ramiro Funes Mori,ar ARG,DF,Villarreal,es La Liga,28,1991,7,5,453,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.02,0.04,0.03,0.04,Matches,89cbc961
897,Daniel Fuzato,br BRA,GK,Roma,it Serie A,22,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,82328faf
898,Matteo Gabbia,it ITA,DF,Milan,it Serie A,19,1999,9,6,680,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.03,0.00,0.03,0.03,0.03,Matches,c235e803
899,Manolo Gabbiadini,it ITA,FW,Sampdoria,it Serie A,27,1991,33,24,2035,22.6,11,1,10,1,1,2,0,0.49,0.04,0.53,0.44,0.49,8.1,7.3,3.8,11.1,0.36,0.17,0.53,0.32,0.49,Matches,8f866fe8
900,Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,34,34,2997,33.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f93ed0df
901,Ruben Gabrielsen,no NOR,DF,Toulouse,fr Ligue 1,27,1992,8,8,656,7.3,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.05,0.00,0.05,0.05,0.05,Matches,9e64fc85
902,Mijat Gaćinović,rs SRB,MFFW,Eint Frankfurt,de Bundesliga,24,1995,23,11,1048,11.6,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,3.1,3.1,1.4,4.5,0.27,0.12,0.39,0.27,0.39,Matches,16daec92
903,Luca Gagliano,it ITA,FW,Cagliari,it Serie A,19,2000,2,1,52,0.6,1,1,1,0,0,0,0,1.73,1.73,3.46,1.73,3.46,0.7,0.7,0.0,0.7,1.15,0.05,1.20,1.15,1.20,Matches,1d00a56c
904,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,25,1994,24,21,1797,20.0,4,2,4,0,0,5,0,0.20,0.10,0.30,0.20,0.30,4.7,4.6,1.6,6.2,0.24,0.08,0.32,0.23,0.31,Matches,ce30bfc8
905,Riccardo Gagliolo,se SWE,DF,Parma,it Serie A,29,1990,32,31,2604,28.9,3,2,3,0,0,7,0,0.10,0.07,0.17,0.10,0.17,2.8,2.8,2.3,5.2,0.10,0.08,0.18,0.10,0.18,Matches,173061c0
906,Nicolás Gaitán,ar ARG,MFFW,Lille,fr Ligue 1,31,1988,4,0,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.05,0.05,0.00,0.05,Matches,7ebfac0f
907,Marvin Gakpa,fr FRA,MFFW,Metz,fr Ligue 1,25,1993,13,4,468,5.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.9,1.5,0.12,0.17,0.29,0.12,0.29,Matches,c1b16364
908,Enric Gallego,es ESP,FW,Osasuna,es La Liga,32,1986,14,9,880,9.8,3,0,3,0,0,5,1,0.31,0.00,0.31,0.31,0.31,2.9,2.9,0.9,3.8,0.30,0.09,0.39,0.30,0.39,Matches,82e9b89d
909,Enric Gallego,es ESP,FW,Getafe,es La Liga,32,1986,5,2,164,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.13,0.00,0.13,0.13,0.13,Matches,82e9b89d
910,Kévin Gameiro,fr FRA,FW,Valencia,es La Liga,32,1987,29,17,1581,17.6,6,2,6,0,1,0,0,0.34,0.11,0.46,0.34,0.46,5.3,4.5,2.9,7.4,0.30,0.16,0.47,0.26,0.42,Matches,42276181
911,Fran Gámez,es ESP,DF,Mallorca,es La Liga,28,1991,23,18,1768,19.6,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,0.6,0.6,1.1,1.7,0.03,0.06,0.09,0.03,0.09,Matches,2e3406ae
912,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,29,1989,20,19,1653,18.4,1,2,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,1.3,1.3,2.7,4.0,0.07,0.15,0.22,0.07,0.22,Matches,72c812f3
913,Ignatius Ganago,cm CMR,FWMF,Nice,fr Ligue 1,20,1999,26,12,1239,13.8,3,1,3,0,0,0,0,0.22,0.07,0.29,0.22,0.29,1.9,1.9,0.9,2.8,0.14,0.06,0.20,0.14,0.20,Matches,23c63b7f
914,Ezequiel Garay,ar ARG,DF,Valencia,es La Liga,32,1986,17,17,1437,16.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.04,0.01,0.04,0.04,0.04,Matches,ac3fb1be
915,Dani García,es ESP,MF,Athletic Club,es La Liga,29,1990,36,33,3029,33.7,0,1,0,0,0,11,0,0.00,0.03,0.03,0.00,0.03,0.6,0.6,1.2,1.8,0.02,0.04,0.05,0.02,0.05,Matches,240d3a0b
916,David García,es ESP,DF,Osasuna,es La Liga,25,1994,32,31,2793,31.0,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.3,2.0,0.06,0.01,0.07,0.06,0.07,Matches,3e42f707
917,Eric García,es ESP,DF,Manchester City,eng Premier League,18,2001,13,8,793,8.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.06,0.02,0.08,0.06,0.08,Matches,2bed3eab
918,Javi García,es ESP,MF,Betis,es La Liga,32,1987,8,4,377,4.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04,Matches,167c1bb0
919,Manu García,es ESP,MF,Alavés,es La Liga,33,1986,30,22,1967,21.9,0,0,0,0,0,11,1,0.00,0.00,0.00,0.00,0.00,2.0,2.0,0.2,2.2,0.09,0.01,0.10,0.09,0.10,Matches,05a4465d
920,Raúl García,es ESP,DFMF,Valladolid,es La Liga,30,1989,12,12,1012,11.2,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.4,0.6,0.02,0.04,0.06,0.02,0.06,Matches,1a317a1b
921,Raúl García,es ESP,MFFW,Athletic Club,es La Liga,33,1986,35,33,2869,31.9,15,1,8,7,7,11,0,0.47,0.03,0.50,0.25,0.28,11.0,5.4,1.6,7.0,0.34,0.05,0.39,0.17,0.22,Matches,b418dbd4
922,Raúl García,es ESP,DF,Getafe,es La Liga,30,1989,4,3,243,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.07,0.07,0.00,0.07,Matches,1a317a1b
923,Rubén García,es ESP,MFFW,Osasuna,es La Liga,26,1993,30,25,2188,24.3,8,2,7,1,1,6,0,0.33,0.08,0.41,0.29,0.37,7.2,6.4,4.8,11.2,0.29,0.20,0.49,0.26,0.46,Matches,5c96b017
924,Unai García,es ESP,DF,Osasuna,es La Liga,27,1992,8,6,536,6.0,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,0.3,0.3,0.1,0.4,0.05,0.02,0.07,0.05,0.07,Matches,4a633cfe
925,Víctor García,es ESP,FWMF,Valladolid,es La Liga,22,1997,2,1,88,1.0,1,0,1,0,0,0,0,1.02,0.00,1.02,1.02,1.02,0.1,0.1,0.1,0.3,0.12,0.14,0.26,0.12,0.26,Matches,6636496a
926,James Garner,eng ENG,MF,Manchester Utd,eng Premier League,18,2001,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4e015693
927,Manuel Garrido,es ESP,FW,Leganés,es La Liga,18,2000,4,2,115,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.36,0.00,0.36,0.36,0.36,Matches,f814eccb
928,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,28,1990,25,22,1962,21.8,0,2,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,1.2,1.2,1.2,2.4,0.06,0.05,0.11,0.06,0.11,Matches,fb5d47b3
929,Daniele Gastaldello,it ITA,DF,Brescia,it Serie A,36,1983,8,4,389,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.2,0.01,0.04,0.05,0.01,0.05,Matches,13f89eaa
930,Dwight Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,28,1990,20,10,850,9.4,4,2,4,0,0,2,0,0.42,0.21,0.64,0.42,0.64,4.3,4.3,0.8,5.1,0.46,0.09,0.54,0.46,0.54,Matches,e58a03c6
931,Paulo Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,1992,18,17,1613,17.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.02,0.02,0.00,0.02,Matches,63d17038
932,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,23,1995,2,1,136,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6bd603db
933,Yann Gboho,fr FRA,FW,Rennes,fr Ligue 1,18,2001,8,2,226,2.5,1,1,1,0,0,1,0,0.40,0.40,0.80,0.40,0.80,0.2,0.2,0.2,0.5,0.10,0.10,0.19,0.10,0.19,Matches,6be41a31
934,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38,38,3420,38.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7ba6d84e
935,Theodor Gebre Selassie,cz CZE,DFMF,Werder Bremen,de Bundesliga,32,1986,28,28,2427,27.0,2,2,2,0,0,2,0,0.07,0.07,0.15,0.07,0.15,1.5,1.5,1.3,2.8,0.06,0.05,0.10,0.06,0.10,Matches,3f65898c
936,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,21,1998,21,13,1136,12.6,0,3,0,0,0,3,0,0.00,0.24,0.24,0.00,0.24,0.9,0.9,2.0,2.9,0.07,0.16,0.23,0.07,0.23,Matches,37f606f0
937,Jérémy Gélin,fr FRA,DFMF,Rennes,fr Ligue 1,22,1997,14,10,924,10.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.1,0.5,0.04,0.01,0.05,0.04,0.05,Matches,4c700f46
938,Christian Gentner,de GER,MF,Union Berlin,de Bundesliga,33,1985,31,29,2443,27.1,3,2,3,0,0,4,0,0.11,0.07,0.18,0.11,0.18,2.4,2.4,2.5,4.9,0.09,0.09,0.18,0.09,0.18,Matches,a4f94a0d
939,Yannick Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,25,1994,18,7,828,9.2,2,0,2,0,0,1,0,0.22,0.00,0.22,0.22,0.22,2.0,2.0,0.2,2.1,0.21,0.02,0.23,0.21,0.23,Matches,62ab9184
940,Valère Germain,fr FRA,FW,Marseille,fr Ligue 1,29,1990,25,14,1350,15.0,2,4,2,0,0,1,0,0.13,0.27,0.40,0.13,0.40,1.3,1.3,2.7,4.1,0.09,0.18,0.27,0.09,0.27,Matches,ea0ff634
941,Gervinho,ci CIV,FW,Parma,it Serie A,32,1987,31,27,2270,25.2,7,4,7,0,1,3,0,0.28,0.16,0.44,0.28,0.44,9.4,8.6,2.7,11.3,0.37,0.11,0.48,0.34,0.45,Matches,e468c053
942,Anwar El Ghazi,nl NED,FWMF,Aston Villa,eng Premier League,24,1995,34,26,2051,22.8,4,4,3,1,1,3,0,0.18,0.18,0.35,0.13,0.31,6.2,5.4,2.7,8.2,0.27,0.12,0.39,0.24,0.36,Matches,ffa90327
943,Rachid Ghezzal,dz ALG,MFFW,Fiorentina,it Serie A,27,1992,19,9,828,9.2,1,0,1,0,0,5,0,0.11,0.00,0.11,0.11,0.11,0.5,0.5,1.3,1.8,0.06,0.14,0.19,0.06,0.19,Matches,dc3a9a0d
944,Andrea Ghezzi,it ITA,FWMF,Brescia,it Serie A,18,2001,5,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.36,0.00,0.36,0.36,0.36,Matches,c840baa2
945,Paolo Ghiglione,it ITA,DFFW,Genoa,it Serie A,22,1997,25,20,1717,19.1,0,5,0,0,0,4,0,0.00,0.26,0.26,0.00,0.26,1.8,1.8,2.4,4.2,0.10,0.13,0.22,0.10,0.22,Matches,71dc23da
946,Andrea Ghion,it ITA,FWMF,Sassuolo,it Serie A,19,2000,3,0,48,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.11,0.23,0.34,0.11,0.34,Matches,7f24b3eb
947,Saman Ghoddos,ir IRN,FW,Amiens,fr Ligue 1,25,1993,5,2,231,2.6,1,0,1,0,0,1,0,0.39,0.00,0.39,0.39,0.39,0.7,0.7,0.4,1.1,0.28,0.15,0.43,0.28,0.43,Matches,f7b1d4e0
948,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,28,1991,9,3,376,4.2,0,1,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,0.2,0.2,1.3,1.5,0.04,0.31,0.36,0.04,0.36,Matches,c5adc293
949,Morgan Gibbs-White,eng ENG,MFFW,Wolves,eng Premier League,19,2000,7,1,129,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.06,0.07,0.13,0.06,0.13,Matches,32f60ed8
950,Niko Gießelmann,de GER,DF,Düsseldorf,de Bundesliga,27,1991,25,22,2057,22.9,1,1,1,0,0,6,0,0.04,0.04,0.09,0.04,0.09,0.6,0.6,1.6,2.2,0.03,0.07,0.10,0.03,0.10,Matches,7242b495
951,Rafał Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.5,0.01,0.01,0.02,0.01,0.02,Matches,17376543
952,Billy Gilmour,sct SCO,MF,Chelsea,eng Premier League,18,2001,6,2,194,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.2,0.01,0.06,0.07,0.01,0.07,Matches,df10e27c
953,Daniel Ginczek,de GER,FW,Wolfsburg,de Bundesliga,28,1991,18,9,768,8.5,3,1,3,0,0,2,0,0.35,0.12,0.47,0.35,0.47,3.2,3.2,1.6,4.8,0.37,0.19,0.56,0.37,0.56,Matches,e5f63987
954,Matthias Ginter,de GER,DF,M'Gladbach,de Bundesliga,25,1994,31,31,2780,30.9,1,1,1,0,0,2,0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,1.1,2.9,0.06,0.04,0.09,0.06,0.09,Matches,f521b80a
955,Andrei Girotto,br BRA,DF,Nantes,fr Ligue 1,27,1992,25,25,2177,24.2,1,0,1,0,0,6,1,0.04,0.00,0.04,0.04,0.04,1.3,1.3,0.4,1.7,0.05,0.02,0.07,0.05,0.07,Matches,3befc2b6
956,Olivier Giroud,fr FRA,FW,Chelsea,eng Premier League,32,1986,18,12,993,11.0,8,0,8,0,0,1,0,0.73,0.00,0.73,0.73,0.73,7.3,7.3,0.9,8.2,0.66,0.08,0.74,0.66,0.74,Matches,16ceb862
957,Klaus Gjasula,al ALB,MF,Paderborn 07,de Bundesliga,29,1989,29,28,2280,25.3,2,1,2,0,1,17,0,0.08,0.04,0.12,0.08,0.12,2.1,1.3,1.4,2.8,0.08,0.06,0.14,0.05,0.11,Matches,431c837b
958,Kamil Glik,pl POL,DF,Monaco,fr Ligue 1,31,1988,23,23,2070,23.0,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,2.2,2.2,0.1,2.3,0.09,0.01,0.10,0.09,0.10,Matches,c6056d58
959,Serge Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,24,1995,31,26,2193,24.4,12,10,12,0,0,0,0,0.49,0.41,0.90,0.49,0.90,13.1,13.1,12.1,25.2,0.54,0.50,1.03,0.54,1.03,Matches,88e357ef
960,Joris Gnagnon,fr FRA,DF,Rennes,fr Ligue 1,22,1997,19,14,1278,14.2,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.6,0.6,1.0,1.6,0.04,0.07,0.11,0.04,0.11,Matches,1232e1dc
961,Eddy Gnahoré,fr FRA,MF,Amiens,fr Ligue 1,25,1993,17,14,1133,12.6,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.6,1.4,0.07,0.04,0.11,0.07,0.11,Matches,a0434482
962,Ben Godfrey,eng ENG,DF,Norwich City,eng Premier League,21,1998,30,30,2644,29.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.8,0.02,0.00,0.03,0.02,0.03,Matches,9f7c837d
963,Diego Godín,uy URU,DF,Inter,it Serie A,33,1986,23,18,1628,18.1,1,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,0.9,0.9,1.0,1.9,0.05,0.05,0.10,0.05,0.10,Matches,fc4f85b1
964,Akaki Gogia,de GER,MFFW,Union Berlin,de Bundesliga,27,1992,3,1,121,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.02,0.20,0.22,0.02,0.22,Matches,deee6467
965,Mauro Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,31,1988,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,132bb875
966,Edoardo Goldaniga,it ITA,DF,Genoa,it Serie A,25,1993,13,8,784,8.7,1,0,1,0,0,4,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,0.3,1.3,0.12,0.03,0.15,0.12,0.15,Matches,4b029b31
967,Benjamin Goller,de GER,FWMF,Werder Bremen,de Bundesliga,20,1999,10,2,288,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.03,0.07,0.05,0.07,Matches,d5980989
968,Pierluigi Gollini,it ITA,GK,Atalanta,it Serie A,24,1995,33,33,2884,32.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f0f7f62f
969,Aleksandr Golovin,ru RUS,MF,Monaco,fr Ligue 1,23,1996,25,24,2061,22.9,3,4,3,0,0,6,1,0.13,0.17,0.31,0.13,0.31,3.4,3.4,5.5,9.0,0.15,0.24,0.39,0.15,0.39,Matches,3708e9fa
970,André Gomes,pt POR,MF,Everton,eng Premier League,26,1993,19,17,1458,16.2,0,1,0,0,0,6,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.1,1.2,0.01,0.07,0.08,0.01,0.08,Matches,1961b2aa
971,Angel Gomes,eng ENG,MF,Manchester Utd,eng Premier League,18,2000,2,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.59,0.59,0.00,0.59,Matches,645a3363
972,Ibai Gómez,es ESP,FW,Athletic Club,es La Liga,29,1989,17,6,695,7.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,1.9,3.1,0.15,0.25,0.40,0.15,0.40,Matches,9d2a3d5f
973,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,22,1997,28,22,2004,22.3,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches,7a11550b
974,Maxi Gómez,uy URU,FW,Valencia,es La Liga,22,1996,33,25,2143,23.8,10,2,10,0,1,5,0,0.42,0.08,0.50,0.42,0.50,6.2,5.4,2.6,7.9,0.26,0.11,0.37,0.23,0.33,Matches,4c2e9442
975,Moi Gómez,es ESP,FWMF,Villarreal,es La Liga,25,1994,37,26,2319,25.8,5,4,5,0,0,1,0,0.19,0.16,0.35,0.19,0.35,3.2,3.2,4.4,7.6,0.12,0.17,0.30,0.12,0.30,Matches,5a626448
976,Papu Gómez,ar ARG,MFFW,Atalanta,it Serie A,31,1988,36,34,2842,31.6,7,16,7,0,0,2,0,0.22,0.51,0.73,0.22,0.73,7.8,7.8,9.9,17.6,0.25,0.31,0.56,0.25,0.56,Matches,6e4df551
977,Sergi Gómez,es ESP,DF,Sevilla,es La Liga,27,1992,13,8,717,8.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.03,0.00,0.03,0.03,0.03,Matches,bc6f5f06
978,Alfred Gomis,sn SEN,GK,Dijon,fr Ligue 1,25,1993,19,19,1619,18.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,cecbce23
979,Maxime Gonalons,fr FRA,MF,Granada,es La Liga,30,1989,19,17,1506,16.7,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,1.3,1.5,0.02,0.08,0.09,0.02,0.09,Matches,b8c1de25
980,Mathieu Goncalves,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,4,3,314,3.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d26cd32d
981,Jérôme Gondorf,de GER,MF,Freiburg,de Bundesliga,31,1988,2,2,120,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.04,0.04,0.08,0.04,0.08,Matches,49ffe0f2
982,Álvaro González,es ESP,DF,Marseille,fr Ligue 1,29,1990,20,19,1628,18.1,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.4,1.3,0.05,0.02,0.07,0.05,0.07,Matches,42dcf26d
983,Bruno González,es ESP,DF,Getafe,es La Liga,29,1990,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,f11fe861
984,Bruno González,es ESP,DF,Levante,es La Liga,29,1990,6,5,456,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,f11fe861
985,Édgar González,es ESP,MF,Betis,es La Liga,22,1997,10,9,681,7.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.0,1.3,0.17,0.00,0.17,0.17,0.17,Matches,49d028db
986,Gonzalo,es ESP,DF,Levante,es La Liga,22,1997,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,cca05da8
987,Anthony Gordon,eng ENG,MFFW,Everton,eng Premier League,18,2001,11,4,440,4.9,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,0.3,0.3,0.4,0.7,0.06,0.08,0.14,0.06,0.14,Matches,2bd83368
988,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,24,1995,24,17,1512,16.8,6,5,6,0,0,2,0,0.36,0.30,0.65,0.36,0.65,5.5,5.5,2.9,8.5,0.33,0.18,0.50,0.33,0.50,Matches,cc86b9a3
989,Andoni Gorosabel,es ESP,DF,Real Sociedad,es La Liga,22,1996,14,8,714,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.4,0.00,0.04,0.05,0.00,0.05,Matches,6f5f82c0
990,Robin Gosens,de GER,DF,Atalanta,it Serie A,25,1994,34,31,2617,29.1,9,7,9,0,0,3,0,0.31,0.24,0.55,0.31,0.55,5.9,5.9,3.8,9.7,0.20,0.13,0.33,0.20,0.33,Matches,2d970560
